food_id,wikipedia_id,food_group,food_subgroup,ncbi_taxonomy_id,db,rank,matched_taxid,kingdom,phylum,class,order,family,genus,species
91,Ipomoea_aquatica,Vegetables,Leaf vegetables,89636,genbank,genus,4119,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea aquatica
104,Lupin,Pulses,Other pulses,3869,genbank,genus,3869,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,""
105,Apple,Fruits,Pomes,283210,genbank,genus,3749,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus pumila
109,Mentha,Herbs and Spices,Herbs,21819,genbank,genus,21819,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,""
110,Mentha_citrata,Herbs and Spices,Herbs,190902,genbank,genus,21819,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha aquatica
111,Mentha arvensis,Herbs and Spices,Herbs,292239,genbank,genus,21819,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha arvensis
112,Spearmint,Herbs and Spices,Herbs,29719,genbank,genus,21819,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha spicata
113,Peppermint,Herbs and Spices,Herbs,34256,genbank,genus,21819,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha x piperita
116,Mulberry,Fruits,Berries,3497,genbank,genus,3497,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Moraceae,Morus,""
117,Black_mulberry,Fruits,Berries,85232,genbank,genus,3497,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Moraceae,Morus,Morus nigra
119,Sweet_basil,Herbs and Spices,Herbs,39350,genbank,genus,39173,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum
127,Poppy,Herbs and Spices,Oilseed crops,3468,genbank,genus,3468,Eukaryota,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,""
136,Photinia_melanocarpa,Fruits,Berries,661339,genbank,genus,193297,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Aronia,Aronia melanocarpa
138,Pine nut,Nuts,Nuts,3337,genbank,genus,3337,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,""
139,Black pepper,Herbs and Spices,Spices,13216,genbank,genus,13215,Eukaryota,Streptophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper nigrum
143,Prunus,Fruits,Drupes,3754,genbank,genus,3754,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,""
146,Prunus_cerasus,Fruits,Drupes,140311,genbank,genus,3754,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus cerasus
147,Prunus_domestica,Fruits,Drupes,3758,genbank,genus,3754,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus domestica
154,Rhubarb,Vegetables,Stalk vegetables,3621,genbank,genus,3620,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rheum,Rheum rhabarbarum
159,Rosemary,Herbs and Spices,Herbs,39367,genbank,genus,21880,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia rosmarinus
160,Rubus,Fruits,Berries,23216,genbank,genus,23216,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,""
161,Cloudberry,Fruits,Berries,57936,genbank,genus,23216,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus chamaemorus
163,Black raspberry,Fruits,Berries,75079,genbank,genus,23216,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus occidentalis
165,Common_sage,Herbs and Spices,Herbs,38868,genbank,genus,21880,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia officinalis
173,"",Vegetables,Fruit vegetables,397755,genbank,genus,39702,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Septoria,Septoria lycopersici
183,Thymus vulgaris,Herbs and Spices,Herbs,49992,genbank,genus,49990,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,Thymus vulgaris
184,"",Herbs and Spices,Herbs,64580,genbank,genus,64580,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Tilia,""
185,Tilia cordata,Herbs and Spices,Herbs,172266,genbank,genus,64580,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Tilia,Tilia cordata
188,Vaccinium,Fruits,Berries,13749,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,""
189,Lowbush_blueberry,Fruits,Berries,472369,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium angustifolium
190,Sparkleberry,Fruits,Berries,229201,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium arboreum
195,Vanilla,Herbs and Spices,Spices,51238,genbank,genus,51238,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Vanilla,""
207,Rubus_arcticus,Fruits,Berries,70741,genbank,genus,23216,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus arcticus
210,Vaccinium_elliottii,Fruits,Berries,283798,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium elliottii
211,Vaccinium myrtilloides,Fruits,Berries,1503870,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium myrtilloides
212,Vaccinium uliginosum,Fruits,Berries,190548,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium uliginosum
216,Chinese_chives,Herbs and Spices,Herbs,4683,genbank,genus,4678,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium tuberosum
217,Vaccinium oxycoccos,Fruits,Berries,516948,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium oxycoccos
218,Vaccinium stamineum,Fruits,Berries,176259,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium stamineum
220,Vaccinium deliciosum,Fruits,Berries,190531,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium deliciosum
221,Vaccinium_ovalifolium,Fruits,Berries,190544,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium ovalifolium
385,Alaska_blueberry,Fruits,Berries,190544,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium ovalifolium
222,Vaccinium ovatum,Fruits,Berries,84019,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium ovatum
223,Vaccinium parvifolium,Fruits,Berries,180766,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium parvifolium
233,Capsicum,Vegetables,Fruit vegetables,4071,genbank,genus,4071,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,""
236,Zizania_aquatica,Cereals and cereal products,Cereals,75727,genbank,genus,15949,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Zizania,Zizania aquatica
238,Thymus_pulegioides,Herbs and Spices,Herbs,751873,genbank,genus,49990,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,Thymus pulegioides
240,Juglans ailantifolia,Nuts,Nuts,91209,genbank,genus,16718,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Juglans ailanthifolia
243,Shallot,Vegetables,Onion-family vegetables,1476995,genbank,genus,4678,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium ascalonicum
248,"",Fruits,Berries,934696,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium angustifolium x Vaccinium corymbosum
255,"",Fruits,Citrus,37656,genbank,genus,2706,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus x paradisi
256,Grapefruit,Fruits,Citrus,37656,genbank,genus,2706,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus x paradisi
280,Abalone,Aquatic foods,Mollusks,6452,genbank,genus,6452,Eukaryota,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,""
283,Acorn,Nuts,Nuts,3511,genbank,genus,3511,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,""
287,Alfalfa,Herbs and Spices,Herbs,3879,genbank,genus,3877,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago sativa
289,Amaranth,Herbs and Spices,Herbs,3564,genbank,genus,3564,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,""
295,Painted comber,Aquatic foods,Fishes,349661,genbank,genus,94952,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Serranus,Serranus scriba
301,Beech,Nuts,Nuts,21024,genbank,genus,21024,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Fagus,""
312,Breadfruit,Fruits,Tropical fruits,194251,genbank,genus,3488,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,Artocarpus altilis
339,Coregonus_artedi,Aquatic foods,Fishes,36181,genbank,genus,27772,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus,Coregonus artedi
346,Cottonseed,Herbs and Spices,Oilseed crops,3633,genbank,genus,3633,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,""
347,Vigna_unguiculata_subsp._cylindrica,Pulses,Peas,3840,genbank,genus,3913,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna cylindrica
348,Malus,Fruits,Pomes,3749,genbank,genus,3749,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,""
353,Mule deer,Animal foods,Venison,9871,genbank,genus,9871,Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,""
354,"",Aquatic foods,Fishes,8095,genbank,genus,8095,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,""
362,Freshwater_eel,Aquatic foods,Fishes,7935,genbank,genus,7935,Eukaryota,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,""
363,Elderberry,Fruits,Berries,4201,genbank,genus,4201,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,""
368,Castanea sativa,Nuts,Nuts,21020,genbank,genus,21019,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Castanea,Castanea sativa
371,Florida pompano,Aquatic foods,Fishes,173342,genbank,genus,173330,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Trachinotus,Trachinotus carolinus
373,Greylag_goose,Animal foods,Poultry,8843,genbank,genus,8842,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser anser
374,Grape,Fruits,Berries,3603,genbank,genus,3603,Eukaryota,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,""
377,Grouper,Aquatic foods,Fishes,94231,genbank,genus,94231,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,""
380,Hippoglossus,Aquatic foods,Fishes,8266,genbank,genus,8266,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossus,""
381,Hazelnut,Nuts,Nuts,13450,genbank,genus,13450,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,""
382,Hickory_nut,Nuts,Nuts,13402,genbank,genus,13402,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Carya,""
388,Pacific jack mackerel,Aquatic foods,Fishes,271940,genbank,genus,36211,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus
391,Syzgium_cumini,Fruits,Tropical fruits,260142,genbank,genus,178174,Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium cumini
393,Jujube,Fruits,Other fruits,48393,genbank,genus,72171,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus,Ziziphus sp.
398,Kumquat,Fruits,Tropical fruits,2706,genbank,genus,2706,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,""
401,Allium_ampeloprasum,Vegetables,Onion-family vegetables,4681,genbank,genus,4678,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium ampeloprasum
406,Nelumbo,Herbs and Spices,Other seeds,4430,genbank,genus,4430,Eukaryota,Streptophyta,Magnoliopsida,Proteales,Nelumbonaceae,Nelumbo,""
416,Moth bean,Pulses,Beans,3918,genbank,genus,3913,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna aconitifolia
417,Dioscorea pentaphylla,Vegetables,Tubers,167592,genbank,genus,4672,Eukaryota,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea pentaphylla
426,Vaccinium reticulatum,Fruits,Berries,180767,genbank,genus,13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium reticulatum
431,Spotted_seal,Aquatic foods,Pinnipeds,39090,genbank,genus,9717,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha
432,Pacific herring,Aquatic foods,Fishes,30724,genbank,genus,7949,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii
434,Sebastes,Aquatic foods,Fishes,34820,genbank,genus,34820,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,""
437,Common_Persimmon,Fruits,Tropical fruits,13493,genbank,genus,13492,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros virginiana
441,Colorado_Pinyon,Nuts,Nuts,3340,genbank,genus,3337,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus edulis
444,Musa × paradisiaca,Fruits,Tropical fruits,89151,genbank,genus,4640,Eukaryota,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Musa x paradisiaca
451,European_rabbit,Animal foods,Lagomorphs,9984,genbank,genus,9984,Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,""
453,Rainbow smelt,Aquatic foods,Fishes,8014,genbank,genus,8013,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax
456,Rose hip,Herbs and Spices,Herbs,3764,genbank,genus,3764,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,""
466,Salmonberry,Fruits,Berries,59499,genbank,genus,23216,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus spectabilis
485,Hedge_mustard,Herbs and Spices,Other seeds,3729,genbank,genus,3729,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,""
488,Soursop,Fruits,Tropical fruits,13337,genbank,genus,13336,Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Annona muricata
489,Spelt,Cereals and cereal products,Cereals,58933,genbank,genus,4564,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Triticum spelta
491,Squab_(food),Animal foods,Poultry,8931,genbank,genus,8931,Eukaryota,Chordata,Aves,Columbiformes,Columbidae,Columba,""
493,Strawberry_guava,Fruits,Berries,375274,genbank,genus,120289,Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium cattleyanum
494,"",Aquatic foods,Fishes,7901,genbank,genus,7901,Eukaryota,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,""
496,Sugar_apple,Fruits,Tropical fruits,301693,genbank,genus,13336,Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Annona squamosa
513,Broad whitefish,Aquatic foods,Fishes,348707,genbank,genus,27772,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus,Coregonus nasus
514,Coregonus,Aquatic foods,Fishes,27772,genbank,genus,27772,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus,""
516,Wild_rice,Cereals and cereal products,Cereals,15949,genbank,genus,15949,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Zizania,""
517,Salix pulchra,Herbs and Spices,Herbs,669814,genbank,genus,40685,Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix pulchra
519,Yam_(vegetable),Vegetables,Tubers,4672,genbank,genus,4672,Eukaryota,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,""
524,Pollock,Aquatic foods,Fishes,8059,genbank,genus,8059,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,""
525,Albacore_tuna,Aquatic foods,Fishes,8235,genbank,genus,8234,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Thunnus,Thunnus alalunga
526,Gadus,Aquatic foods,Fishes,8048,genbank,genus,8048,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,""
529,Pacific_salmon,Aquatic foods,Fishes,8016,genbank,genus,8016,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,""
536,Macadamia_nut,Nuts,Nuts,4329,genbank,genus,4329,Eukaryota,Streptophyta,Magnoliopsida,Proteales,Proteaceae,Macadamia,""
557,Persian_lime,Fruits,Citrus,200541,genbank,genus,2706,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus x latifolia
575,Wheat,Cereals and cereal products,Cereals,4564,genbank,genus,4564,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,""
576,Common_chokecherry,Fruits,Drupes,133204,genbank,genus,3754,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus virginiana
577,Agave,Vegetables,Other vegetables,39509,genbank,genus,39509,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Agave,""
578,Narrowleaf_cattail,Vegetables,Other vegetables,59011,genbank,genus,4732,Eukaryota,Streptophyta,Magnoliopsida,Poales,Typhaceae,Typha,Typha angustifolia
585,Salvelinus,Aquatic foods,Fishes,8033,genbank,genus,8033,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,""
586,Cinnamon,Herbs and Spices,Spices,13428,genbank,genus,13428,Eukaryota,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,""
602,Norway_haddock,Aquatic foods,Fishes,394708,genbank,genus,34820,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes viviparus
605,"",Herbs and Spices,Oilseed crops,51952,genbank,genus,51952,Eukaryota,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Elaeis,""
608,Persimmon,Fruits,Tropical fruits,13492,genbank,genus,13492,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,""
621,Thunnus,Aquatic foods,Fishes,8234,genbank,genus,8234,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Thunnus,""
622,Walnut,Nuts,Nuts,16718,genbank,genus,16718,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,""
786,Horned_melon,Gourds,Gourds,61886,genbank,genus,3655,Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Cucumis metuliferus
799,Cupuaçu,Herbs and Spices,Oilseed crops,108881,genbank,genus,3640,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,Theobroma grandiflorum
814,Solanum_quitoense,Fruits,Tropical fruits,227725,genbank,genus,4107,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum quitoense
863,Nuphar_lutea,Herbs and Spices,Herbs,77113,genbank,genus,4415,Eukaryota,Streptophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,Nuphar lutea
887,Brassica,Vegetables,Brassicas,3705,genbank,genus,3705,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,""
917,Prunus tomentosa,Fruits,Berries,105667,genbank,genus,3754,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus tomentosa
1,Angelica,Herbs and Spices,Herbs,357850,nucleotide,species,357850,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Angelica,Angelica keiskei
18,Horseradish,Herbs and Spices,Spices,3704,nucleotide,species,3704,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Armoracia,Armoracia rusticana
23,Averrhoa carambola,Fruits,Tropical fruits,28974,nucleotide,species,28974,Eukaryota,Streptophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Averrhoa,Averrhoa carambola
24,Brazil nut,Nuts,Nuts,3645,nucleotide,species,3645,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Lecythidaceae,Bertholletia,Bertholletia excelsa
26,Borage,Herbs and Spices,Oilseed crops,13363,nucleotide,species,13363,Eukaryota,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Borago,Borago officinalis
39,Capers,Herbs and Spices,Spices,65558,nucleotide,species,65558,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Capparaceae,Capparis,Capparis spinosa
43,Caraway,Herbs and Spices,Spices,48032,nucleotide,species,48032,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Carum,Carum carvi
46,Chamaemelum nobile,Herbs and Spices,Herbs,99037,nucleotide,species,99037,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Chamaemelum,Chamaemelum nobile
61,Coriander,Herbs and Spices,Herbs,4047,nucleotide,species,4047,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Coriandrum,Coriandrum sativum
67,Cumin,Herbs and Spices,Spices,52462,nucleotide,species,52462,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Cuminum,Cuminum cyminum
75,Empetrum nigrum,Fruits,Berries,191066,nucleotide,species,191066,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Empetrum,Empetrum nigrum
76,Loquat,Fruits,Tropical fruits,32224,nucleotide,species,32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica
89,Hyssop,Herbs and Spices,Herbs,39324,nucleotide,species,39324,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Dracocephalum,Dracocephalum officinale
90,Illicium verum,Herbs and Spices,Spices,124778,nucleotide,species,124778,Eukaryota,Streptophyta,Magnoliopsida,Austrobaileyales,Schisandraceae,Illicium,Illicium verum
97,Sweet_bay,Herbs and Spices,Herbs,85223,nucleotide,species,85223,Eukaryota,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Laurus,Laurus nobilis
98,Lentils,Pulses,Lentils,3864,nucleotide,species,3864,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lens,Lens culinaris
100,Lovage,Herbs and Spices,Herbs,48042,nucleotide,species,48042,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Levisticum,Levisticum officinale
107,Matricaria chamomilla,Herbs and Spices,Herbs,127986,nucleotide,species,98504,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,Matricaria chamomilla
108,Melissa officinalis,Herbs and Spices,Herbs,39338,nucleotide,species,39338,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Melissa,Melissa officinalis
114,Medlar,Fruits,Pomes,36616,nucleotide,species,36616,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Mespilus,Mespilus germanica
118,Nutmeg,Herbs and Spices,Spices,51089,nucleotide,species,51089,Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,Myristica fragrans
122,Sweet_marjoram,Herbs and Spices,Herbs,268884,nucleotide,species,268884,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum majorana
124,Oregano,Herbs and Spices,Herbs,39352,nucleotide,species,39352,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum vulgare
129,Parsnip,Vegetables,Root vegetables,4041,nucleotide,species,4041,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pastinaca,Pastinaca sativa
131,Parsley,Herbs and Spices,Herbs,4043,nucleotide,species,4043,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Petroselinum,Petroselinum crispum
155,Blackcurrant,Fruits,Berries,78511,nucleotide,species,78511,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes nigrum
156,Redcurrant,Fruits,Berries,175228,nucleotide,species,175228,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes rubrum
157,Gooseberry,Fruits,Berries,135518,nucleotide,species,135518,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes uva-crispa
158,Watercress,Herbs and Spices,Herbs,135518,nucleotide,species,135518,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes uva-crispa
164,Sorrel,Herbs and Spices,Herbs,41241,nucleotide,species,41241,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex acetosa
168,Winter savory,Herbs and Spices,Herbs,49988,nucleotide,species,49988,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja montana
176,Rowanberry,Fruits,Berries,36599,nucleotide,species,36599,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus aucuparia
180,Tamarind,Fruits,Tropical fruits,58860,nucleotide,species,58860,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Tamarindus,Tamarindus indica
181,Dandelion,Herbs and Spices,Herbs,50225,nucleotide,species,50225,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale
186,Fenugreek,Herbs and Spices,Herbs,78534,nucleotide,species,78534,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella foenum-graecum
281,Crateva religiosa,Fruits,Tropical fruits,202634,nucleotide,species,202634,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Capparaceae,Crateva,Crateva religiosa
288,Allspice,Herbs and Spices,Spices,375272,nucleotide,species,375272,Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Pimenta,Pimenta dioica
